ags,60351368,10050,1241,-457,34,-46,-57
ags,60351369,10082,1231,-449,29,-44,-53
ags,60351370,10045,1209,-427,17,-37,-44
ags,60351371,10004,1227,-442,15,-40,-32
ags,60351372,10031,1280,-464,24,-53,-31
ags,60351373,10043,1261,-488,21,-62,-41
ags,60351374,10006,1234,-493,18,-59,-45
ags,60351375,9987,1217,-452,26,-50,-44
ags,60351376,9977,1214,-447,34,-50,-32
ags,60351377,9967,1246,-474,31,-59,-19
ags,60351378,9977,1229,-486,31,-67,-11
ags,60351379,9982,1214,-466,31,-62,-10
ags,60351380,9997,1229,-442,35,-49,-25
ags,60351381,10023,1207,-461,26,-40,-36
ags,60351382,10011,1175,-464,18,-36,-39
ags,60351383,9967,1161,-471,26,-49,-45
ags,60351384,9926,1180,-427,23,-64,-44
ags,60351385,9916,1205,-444,15,-76,-34
ags,60351386,9928,1205,-501,17,-85,-29
ags,60351387,9921,1219,-508,15,-81,-35
ags,60351388,9931,1200,-527,12,-72,-35
ags,60351389,9916,1202,-488,17,-67,-44
ags,60351390,9896,1229,-435,23,-56,-60
ags,60351391,9926,1236,-481,32,-50,-68
ags,60351392,9916,1236,-474,41,-42,-76
ags,60351393,9935,1219,-388,41,-33,-68
ags,60351394,9979,1202,-415,35,-43,-56
ags,60351395,9960,1183,-427,24,-64,-51
ags,60351396,9914,1163,-422,20,-72,-54
ags,60351397,9894,1205,-459,28,-61,-67
ags,60351398,9899,1239,-481,24,-40,-71
ags,60351399,9931,1224,-454,21,-36,-65
ags,60351400,9965,1212,-430,21,-44,-68
ags,60351401,9972,1207,-440,14,-49,-65
ags,60351402,9943,1229,-425,17,-44,-59
ags,60351403,9909,1205,-398,28,-42,-59
ags,60351404,9918,1202,-457,29,-36,-67
ags,60351405,9935,1212,-520,24,-31,-76
ags,60351406,9943,1190,-505,11,-36,-80
ags,60351407,9960,1197,-474,-6,-47,-94
ags,60351408,9948,1158,-452,-11,-49,-106
ags,60351409,9918,1148,-479,-9,-44,-94
ags,60351410,9928,1168,-479,-6,-43,-74
ags,60351411,9935,1185,-486,0,-40,-60
ags,60351412,9933,1214,-508,-6,-46,-62
ags,60351413,9931,1168,-486,-5,-50,-71
ags,60351414,9916,1161,-479,2,-52,-77
ags,60351415,9933,1173,-493,-1,-59,-71
ags,60351416,9953,1158,-496,-14,-55,-62
ags,60351417,9945,1156,-464,-15,-39,-65
ags,60351418,9943,1146,-454,-9,-19,-73
ags,60351419,9940,1165,-457,3,-22,-77
ags,60351420,9953,1178,-425,17,-46,-82
ags,60351421,9953,1173,-447,24,-64,-88
ags,60351422,9962,1163,-449,28,-56,-91
ags,60351423,9962,1163,-449,28,-56,-91
ags,60351424,9953,1197,-454,35,-34,-60
ags,60351425,9965,1190,-442,26,-36,-56
ags,60351426,9965,1190,-442,26,-36,-56
ags,60351427,10016,1209,-523,26,-30,-48
ags,60351428,9989,1239,-464,26,-11,-45
ags,60351429,9979,1246,-422,29,2,-47
ags,60351430,9984,1227,-427,26,-16,-53
ags,60351431,10019,1209,-488,28,-34,-56
ags,60351432,10001,1197,-483,37,-34,-54
ags,60351433,9965,1197,-474,38,-30,-65
ags,60351434,10006,1202,-479,35,-19,-67
ags,60351435,10028,1173,-464,34,-13,-53
ags,60351436,10021,1185,-459,37,-14,-45
ags,60351437,10043,1209,-464,46,-8,-50
ags,60351438,10038,1212,-479,53,-7,-62
ags,60351439,10038,1231,-479,54,-14,-60
ags,60351440,10038,1231,-479,54,-14,-60
ags,60351441,10028,1180,-432,34,-1,-42
ags,60351442,10065,1163,-435,35,8,-42
ags,60351443,10065,1163,-435,35,8,-42
ags,60351444,10060,1175,-418,26,-34,-44
ags,60351445,10009,1153,-408,17,-39,-47
ags,60351446,10009,1153,-408,17,-39,-47
ags,60351447,10026,1192,-454,32,-33,-48
ags,60351448,10067,1192,-447,28,-21,-54
ags,60351449,10053,1190,-452,21,-16,-51
ags,60351450,10053,1190,-452,21,-16,-51
ags,60351451,10058,1217,-418,29,-13,-31
ags,60351452,10038,1219,-408,35,-8,-31
ags,60351453,10038,1219,-408,35,-8,-31
ags,60351454,10058,1256,-486,24,-19,-50
ags,60351455,10045,1244,-461,26,-18,-62
ags,60351456,10045,1244,-461,26,-18,-62
ags,60351457,10009,1227,-454,34,-4,-45
ags,60351458,10038,1244,-447,29,-11,-41
ags,60351459,10038,1244,-447,29,-11,-41
ags,60351460,10053,1241,-449,37,-16,-32
ags,60351461,10060,1241,-413,44,-10,-45
ags,60351462,10060,1241,-413,44,-10,-45
ags,60351463,10033,1241,-425,43,-21,-51
ags,60351464,10062,1197,-452,32,-13,-57
ags,60351465,10062,1197,-452,32,-13,-57
ags,60351466,10050,1224,-464,38,-19,-57
ags,60351467,10019,1248,-432,26,-31,-53
ags,60351468,10019,1248,-432,26,-31,-53
ags,60351469,10026,1231,-435,23,-24,-56
ags,60351470,10036,1178,-403,14,-14,-57
ags,60351471,10028,1187,-476,17,5,-56
ags,60351472,10016,1222,-476,23,2,-60
ags,60351473,10033,1222,-408,38,-14,-70
ags,60351474,10006,1192,-425,35,-24,-68
ags,60351475,9999,1229,-388,18,-28,-59
ags,60351476,9999,1251,-369,11,-28,-60
ags,60351477,9989,1219,-435,17,-33,-73
ags,60351478,10014,1234,-440,24,-37,-74
ags,60351479,10014,1251,-410,23,-46,-76
ags,60351480,10001,1244,-432,20,-47,-93
ags,60351481,9987,1214,-457,17,-46,-102
ags,60351482,9989,1175,-447,15,-43,-114
ags,60351483,9994,1180,-430,15,-42,-120
ags,60351484,9972,1214,-393,26,-44,-108
ags,60351485,9943,1197,-393,23,-47,-93
ags,60351486,9914,1170,-418,9,-56,-89
ags,60351487,9943,1153,-430,17,-56,-86
ags,60351488,9957,1151,-452,41,-49,-82
ags,60351489,9933,1148,-422,44,-52,-91
ags,60351490,9935,1180,-405,37,-55,-105
ags,60351491,9938,1178,-469,37,-61,-112
ags,60351492,9957,1131,-501,34,-67,-112
ags,60351493,9960,1114,-491,34,-65,-99
ags,60351494,9909,1136,-513,31,-55,-85
ags,60351495,9901,1165,-498,26,-42,-80
ags,60351496,9904,1153,-437,35,-44,-93
ags,60351497,9904,1168,-437,37,-56,-103
ags,60351498,9948,1156,-427,23,-52,-94
ags,60351499,9948,1139,-422,9,-40,-76
ags,60351500,9965,1139,-461,11,-46,-85
ags,60351501,9967,1129,-471,15,-46,-111
ags,60351502,9965,1141,-459,23,-37,-115
ags,60351503,9955,1163,-461,26,-28,-102
ags,60351504,9923,1165,-408,18,-21,-91
ags,60351505,9933,1173,-361,9,-27,-100
ags,60351506,9943,1185,-364,8,-31,-111
ags,60351507,9935,1170,-408,5,-24,-105
ags,60351508,9940,1165,-457,3,-28,-79
ags,60351509,9962,1165,-420,3,-37,-59
ags,60351510,9950,1153,-437,2,-43,-67
ags,60351511,9926,1143,-491,-5,-47,-94
ags,60351512,9914,1117,-479,-5,-49,-102
ags,60351513,9901,1126,-447,6,-50,-105
ags,60351514,9916,1168,-442,6,-44,-109
ags,60351515,9926,1175,-447,8,-43,-111
ags,60351516,9909,1183,-432,18,-49,-106
ags,60351517,9889,1168,-432,26,-47,-97
ags,60351518,9918,1173,-447,21,-46,-88
ags,60351519,9957,1187,-461,12,-52,-91
ags,60351520,9921,1163,-442,14,-58,-94
ags,60351521,9916,1153,-418,29,-59,-96
ags,60351522,9938,1175,-432,34,-58,-102
ags,60351523,9914,1190,-461,37,-56,-94
ags,60351524,9906,1156,-474,43,-49,-93
ags,60351525,9889,1158,-422,43,-53,-100
ags,60351526,9899,1212,-403,44,-64,-93
ags,60351527,9923,1197,-418,44,-64,-82
ags,60351528,9889,1168,-425,41,-59,-89
ags,60351529,9879,1163,-464,34,-67,-93
ags,60351530,9896,1163,-486,50,-61,-74
ags,60351531,9921,1170,-496,72,-55,-73
ags,60351532,9909,1185,-515,63,-73,-91
ags,60351533,9926,1207,-481,43,-90,-102
ags,60351534,9955,1209,-447,32,-94,-102
ags,60351535,9940,1229,-442,26,-93,-100
ags,60351536,9931,1227,-464,35,-90,-97
ags,60351537,9909,1200,-479,47,-82,-99
ags,60351538,9921,1205,-420,47,-75,-97
ags,60351539,9938,1178,-400,46,-64,-94
ags,60351540,9923,1156,-437,40,-64,-85
ags,60351541,9909,1183,-449,44,-64,-82
ags,60351542,9892,1197,-459,50,-65,-93
ags,60351543,9928,1200,-481,62,-68,-105
ags,60351544,9970,1200,-415,69,-65,-109
ags,60351545,9955,1195,-361,52,-79,-103
ags,60351546,9928,1200,-391,34,-82,-96
ags,60351547,9945,1192,-418,41,-70,-103
ags,60351548,9989,1173,-449,57,-64,-99
ags,60351549,9979,1202,-393,72,-61,-86
ags,60351550,9972,1244,-386,75,-56,-94
ags,60351551,9982,1205,-454,62,-61,-99
ags,60351552,9970,1175,-469,46,-62,-100
ags,60351553,9921,1202,-491,38,-58,-103
ags,60351554,9940,1209,-501,40,-67,-94
ags,60351555,9965,1195,-471,46,-73,-88
ags,60351556,9945,1178,-427,53,-78,-89
ags,60351557,9943,1185,-415,54,-68,-93
ags,60351558,9914,1200,-449,52,-56,-94
ags,60351559,9926,1185,-459,41,-59,-96
ags,60351560,9931,1173,-449,37,-53,-100
ags,60351561,9904,1153,-437,38,-47,-103
ags,60351562,9918,1156,-444,46,-49,-103
